source_year,source_file,source_sheet,case_number,education_name,education_area,decision,municipality,county,education_credits,study_mode,study_pace_percentage,education_provider,principal_type,sun5_code,sun5_name,seqf_level,narrow_occupational_area,total_sought_places,total_granted_places,is_approved,is_distance,program_length_years,municipality_code,county_code
2024,resultat-ansokningsomgang-2024.xlsx,Tabell 3,MYH 2024/4106,"Miljö- och hållbarhetssamordnare, bygg och fastighet",Samhällsbyggnad Och Byggteknik,Avslag,Stockholm,Stockholm,400,Distans,100,John Ericsson Institutet,Privat,582cc,Utbildningar till byggnadsarbete mot miljö,5.0,False,105,0,False,True,2.0,0180,01
2024,resultat-ansokningsomgang-2024.xlsx,Tabell 3,MYH 2024/4106,"Miljö- och hållbarhetssamordnare, bygg och fastighet",Samhällsbyggnad Och Byggteknik,Avslag,Uppsala,Uppsala,400,Distans,100,John Ericsson Institutet,Privat,582cc,Utbildningar till byggnadsarbete mot miljö,5.0,False,105,0,False,True,2.0,0380,03
2024,resultat-ansokningsomgang-2024.xlsx,Tabell 3,MYH 2024/4106,"Miljö- och hållbarhetssamordnare, bygg och fastighet",Samhällsbyggnad Och Byggteknik,Avslag,Borås,Västra Götaland,400,Distans,100,John Ericsson Institutet,Privat,582cc,Utbildningar till byggnadsarbete mot miljö,5.0,False,105,0,False,True,2.0,1490,14
2024,resultat-ansokningsomgang-2024.xlsx,Tabell 3,MYH 2024/4106,"Miljö- och hållbarhetssamordnare, bygg och fastighet",Samhällsbyggnad Och Byggteknik,Avslag,Göteborg,Västra Götaland,400,Distans,100,John Ericsson Institutet,Privat,582cc,Utbildningar till byggnadsarbete mot miljö,5.0,False,105,0,False,True,2.0,1480,14
2024,resultat-ansokningsomgang-2024.xlsx,Tabell 3,MYH 2024/4106,"Miljö- och hållbarhetssamordnare, bygg och fastighet",Samhällsbyggnad Och Byggteknik,Avslag,Örebro,Örebro,400,Distans,100,John Ericsson Institutet,Privat,582cc,Utbildningar till byggnadsarbete mot miljö,5.0,False,105,0,False,True,2.0,1880,18
2024,resultat-ansokningsomgang-2024.xlsx,Tabell 3,MYH 2024/3531,Arbetsledare bygg och anläggning,Samhällsbyggnad Och Byggteknik,Avslag,Karlstad,Värmland,300,Distans,100,Lernia Utbildning Ab,Privat,582ct,"Utbildningar till produktionsledare/arbetsledare, bygg",5.0,False,60,0,False,True,1.5,1780,17
2024,resultat-ansokningsomgang-2024.xlsx,Tabell 3,MYH 2024/3531,Arbetsledare bygg och anläggning,Samhällsbyggnad Och Byggteknik,Avslag,Örebro,Örebro,300,Distans,100,Lernia Utbildning Ab,Privat,582ct,"Utbildningar till produktionsledare/arbetsledare, bygg",5.0,False,60,0,False,True,1.5,1880,18
2024,resultat-ansokningsomgang-2024.xlsx,Tabell 3,MYH 2024/4005,Bygg- och anläggningsledare,Samhällsbyggnad Och Byggteknik,Avslag,Växjö,Kronoberg,200,Distans,50,Movant Ab,Privat,582ct,"Utbildningar till produktionsledare/arbetsledare, bygg",5.0,False,175,0,False,True,1.0,0780,07
2024,resultat-ansokningsomgang-2024.xlsx,Tabell 3,MYH 2024/4005,Bygg- och anläggningsledare,Samhällsbyggnad Och Byggteknik,Avslag,Eskilstuna,Södermanland,200,Distans,50,Movant Ab,Privat,582ct,"Utbildningar till produktionsledare/arbetsledare, bygg",5.0,False,175,0,False,True,1.0,0484,04
2024,resultat-ansokningsomgang-2024.xlsx,Tabell 3,MYH 2024/4005,Bygg- och anläggningsledare,Samhällsbyggnad Och Byggteknik,Avslag,Uppsala,Uppsala,200,Distans,50,Movant Ab,Privat,582ct,"Utbildningar till produktionsledare/arbetsledare, bygg",5.0,False,175,0,False,True,1.0,0380,03
2024,resultat-ansokningsomgang-2024.xlsx,Tabell 3,MYH 2024/4158,Byggnadsingenjör - Hållbart byggande,Samhällsbyggnad Och Byggteknik,Avslag,Luleå,Norrbotten,400,Distans,100,John Ericsson Institutet,Privat,582ct,"Utbildningar till produktionsledare/arbetsledare, bygg",5.0,False,102,0,False,True,2.0,2580,25
2024,resultat-ansokningsomgang-2024.xlsx,Tabell 3,MYH 2024/4158,Byggnadsingenjör - Hållbart byggande,Samhällsbyggnad Och Byggteknik,Avslag,Stockholm,Stockholm,400,Distans,100,John Ericsson Institutet,Privat,582ct,"Utbildningar till produktionsledare/arbetsledare, bygg",5.0,False,102,0,False,True,2.0,0180,01
2024,resultat-ansokningsomgang-2024.xlsx,Tabell 3,MYH 2024/4158,Byggnadsingenjör - Hållbart byggande,Samhällsbyggnad Och Byggteknik,Avslag,Uppsala,Uppsala,400,Distans,100,John Ericsson Institutet,Privat,582ct,"Utbildningar till produktionsledare/arbetsledare, bygg",5.0,False,102,0,False,True,2.0,0380,03
2024,resultat-ansokningsomgang-2024.xlsx,Tabell 3,MYH 2024/4158,Byggnadsingenjör - Hållbart byggande,Samhällsbyggnad Och Byggteknik,Avslag,Borås,Västra Götaland,400,Distans,100,John Ericsson Institutet,Privat,582ct,"Utbildningar till produktionsledare/arbetsledare, bygg",5.0,False,102,0,False,True,2.0,1490,14
2024,resultat-ansokningsomgang-2024.xlsx,Tabell 3,MYH 2024/4158,Byggnadsingenjör - Hållbart byggande,Samhällsbyggnad Och Byggteknik,Avslag,Göteborg,Västra Götaland,400,Distans,100,John Ericsson Institutet,Privat,582ct,"Utbildningar till produktionsledare/arbetsledare, bygg",5.0,False,102,0,False,True,2.0,1480,14
2024,resultat-ansokningsomgang-2024.xlsx,Tabell 3,MYH 2024/3641,Byggproduktionsledare,Samhällsbyggnad Och Byggteknik,Beviljad,Gällivare,Norrbotten,400,Distans,100,Kyh Ab,Privat,582ct,"Utbildningar till produktionsledare/arbetsledare, bygg",5.0,False,175,35,True,True,2.0,2523,25
2024,resultat-ansokningsomgang-2024.xlsx,Tabell 3,MYH 2024/3641,Byggproduktionsledare,Samhällsbyggnad Och Byggteknik,Beviljad,Piteå,Norrbotten,400,Distans,100,Kyh Ab,Privat,582ct,"Utbildningar till produktionsledare/arbetsledare, bygg",5.0,False,175,35,True,True,2.0,2581,25
2024,resultat-ansokningsomgang-2024.xlsx,Tabell 3,MYH 2024/3641,Byggproduktionsledare,Samhällsbyggnad Och Byggteknik,Beviljad,Örnsköldsvik,Västernorrland,400,Distans,100,Kyh Ab,Privat,582ct,"Utbildningar till produktionsledare/arbetsledare, bygg",5.0,False,175,35,True,True,2.0,2284,22
2024,resultat-ansokningsomgang-2024.xlsx,Tabell 3,MYH 2024/3086,Entreprenadupphandlare inom Samhällsbyggnad,Samhällsbyggnad Och Byggteknik,Avslag,Halmstad,Halland,230,Distans,75,Folkuniversitetet - Kursverksamheten Vid Lunds Universitet,Privat,582cy,Övriga utbildningar byggnadsarbete,5.0,False,90,0,False,True,1.2,1380,13
2024,resultat-ansokningsomgang-2024.xlsx,Tabell 3,MYH 2024/3086,Entreprenadupphandlare inom Samhällsbyggnad,Samhällsbyggnad Och Byggteknik,Avslag,Stockholm,Stockholm,230,Distans,75,Folkuniversitetet - Kursverksamheten Vid Lunds Universitet,Privat,582cy,Övriga utbildningar byggnadsarbete,5.0,False,90,0,False,True,1.2,0180,01
2024,resultat-ansokningsomgang-2024.xlsx,Tabell 3,MYH 2024/3086,Entreprenadupphandlare inom Samhällsbyggnad,Samhällsbyggnad Och Byggteknik,Avslag,Karlstad,Värmland,230,Distans,75,Folkuniversitetet - Kursverksamheten Vid Lunds Universitet,Privat,582cy,Övriga utbildningar byggnadsarbete,5.0,False,90,0,False,True,1.2,1780,17
2024,resultat-ansokningsomgang-2024.xlsx,Tabell 3,MYH 2024/3086,Entreprenadupphandlare inom Samhällsbyggnad,Samhällsbyggnad Och Byggteknik,Avslag,Skellefteå,Västerbotten,230,Distans,75,Folkuniversitetet - Kursverksamheten Vid Lunds Universitet,Privat,582cy,Övriga utbildningar byggnadsarbete,5.0,False,90,0,False,True,1.2,2482,24
2024,resultat-ansokningsomgang-2024.xlsx,Tabell 3,MYH 2024/3086,Entreprenadupphandlare inom Samhällsbyggnad,Samhällsbyggnad Och Byggteknik,Avslag,Göteborg,Västra Götaland,230,Distans,75,Folkuniversitetet - Kursverksamheten Vid Lunds Universitet,Privat,582cy,Övriga utbildningar byggnadsarbete,5.0,False,90,0,False,True,1.2,1480,14
2024,resultat-ansokningsomgang-2024.xlsx,Tabell 3,MYH 2024/3920,Fukttekniker,Samhällsbyggnad Och Byggteknik,Beviljad,Stockholm,Stockholm,215,Distans,100,Yh Akademin Ab,Privat,582cy,Övriga utbildningar byggnadsarbete,5.0,False,90,30,True,True,1.1,0180,01
2024,resultat-ansokningsomgang-2024.xlsx,Tabell 3,MYH 2024/3920,Fukttekniker,Samhällsbyggnad Och Byggteknik,Beviljad,Umeå,Västerbotten,215,Distans,100,Yh Akademin Ab,Privat,582cy,Övriga utbildningar byggnadsarbete,5.0,False,90,30,True,True,1.1,2480,24
2024,resultat-ansokningsomgang-2024.xlsx,Tabell 3,MYH 2024/3920,Fukttekniker,Samhällsbyggnad Och Byggteknik,Beviljad,Göteborg,Västra Götaland,215,Distans,100,Yh Akademin Ab,Privat,582cy,Övriga utbildningar byggnadsarbete,5.0,False,90,30,True,True,1.1,1480,14
2024,resultat-ansokningsomgang-2024.xlsx,Tabell 3,MYH 2024/3277,KMA-specialist,Samhällsbyggnad Och Byggteknik,Avslag,Ängelholm,Skåne,210,Distans,100,Yh Akademin Ab,Privat,582cy,Övriga utbildningar byggnadsarbete,5.0,False,40,0,False,True,1.0,1292,12
2024,resultat-ansokningsomgang-2024.xlsx,Tabell 3,MYH 2024/3277,KMA-specialist,Samhällsbyggnad Och Byggteknik,Avslag,Stockholm,Stockholm,210,Distans,100,Yh Akademin Ab,Privat,582cy,Övriga utbildningar byggnadsarbete,5.0,False,40,0,False,True,1.0,0180,01
2024,resultat-ansokningsomgang-2024.xlsx,Tabell 3,MYH 2024/3277,KMA-specialist,Samhällsbyggnad Och Byggteknik,Avslag,Umeå,Västerbotten,210,Distans,100,Yh Akademin Ab,Privat,582cy,Övriga utbildningar byggnadsarbete,5.0,False,40,0,False,True,1.0,2480,24
2024,resultat-ansokningsomgang-2024.xlsx,Tabell 3,MYH 2024/3524,"Samordnare inom kvalitet, miljö & arbetsmiljö (KMA) med inriktning mot bygg och industri",Samhällsbyggnad Och Byggteknik,Avslag,Luleå,Norrbotten,400,Distans,100,Folkuniversitetet – Kursverksamheten Vid Umeå Universitet,Privat,582cy,Övriga utbildningar byggnadsarbete,5.0,False,20,0,False,True,2.0,2580,25
2024,resultat-ansokningsomgang-2024.xlsx,Tabell 3,MYH 2024/3524,"Samordnare inom kvalitet, miljö & arbetsmiljö (KMA) med inriktning mot bygg och industri",Samhällsbyggnad Och Byggteknik,Avslag,Skellefteå,Västerbotten,400,Distans,100,Folkuniversitetet – Kursverksamheten Vid Umeå Universitet,Privat,582cy,Övriga utbildningar byggnadsarbete,5.0,False,20,0,False,True,2.0,2482,24
2024,resultat-ansokningsomgang-2024.xlsx,Tabell 3,MYH 2024/3524,"Samordnare inom kvalitet, miljö & arbetsmiljö (KMA) med inriktning mot bygg och industri",Samhällsbyggnad Och Byggteknik,Avslag,Umeå,Västerbotten,400,Distans,100,Folkuniversitetet – Kursverksamheten Vid Umeå Universitet,Privat,582cy,Övriga utbildningar byggnadsarbete,5.0,False,20,0,False,True,2.0,2480,24
2024,resultat-ansokningsomgang-2024.xlsx,Tabell 3,MYH 2024/3659,VVS-ingenjör,Samhällsbyggnad Och Byggteknik,Beviljad,Eskilstuna,Södermanland,400,Distans,100,Kyh Ab,Privat,582fa,Utbildningar till VVS-projektör,5.0,False,175,52,True,True,2.0,0484,04
2024,resultat-ansokningsomgang-2024.xlsx,Tabell 3,MYH 2024/3659,VVS-ingenjör,Samhällsbyggnad Och Byggteknik,Beviljad,Göteborg,Västra Götaland,400,Distans,100,Kyh Ab,Privat,582fa,Utbildningar till VVS-projektör,5.0,False,175,52,True,True,2.0,1480,14
2024,resultat-ansokningsomgang-2024.xlsx,Tabell 3,MYH 2024/3376,VVS-ingenjör,Samhällsbyggnad Och Byggteknik,Avslag,Malmö,Skåne,400,Distans,100,Folkuniversitetet – Kursverksamheten Vid Umeå Universitet,Privat,582fa,Utbildningar till VVS-projektör,5.0,False,100,0,False,True,2.0,1280,12
2024,resultat-ansokningsomgang-2024.xlsx,Tabell 3,MYH 2024/3376,VVS-ingenjör,Samhällsbyggnad Och Byggteknik,Avslag,Stockholm,Stockholm,400,Distans,100,Folkuniversitetet – Kursverksamheten Vid Umeå Universitet,Privat,582fa,Utbildningar till VVS-projektör,5.0,False,100,0,False,True,2.0,0180,01
2024,resultat-ansokningsomgang-2024.xlsx,Tabell 3,MYH 2024/3376,VVS-ingenjör,Samhällsbyggnad Och Byggteknik,Avslag,Umeå,Västerbotten,400,Distans,100,Folkuniversitetet – Kursverksamheten Vid Umeå Universitet,Privat,582fa,Utbildningar till VVS-projektör,5.0,False,100,0,False,True,2.0,2480,24
2024,resultat-ansokningsomgang-2024.xlsx,Tabell 3,MYH 2024/3490,VVS-ingenjör,Samhällsbyggnad Och Byggteknik,Avslag,Mora,Dalarna,400,Distans,100,Campus Nyköping,Kommun,582fa,Utbildningar till VVS-projektör,5.0,False,105,0,False,True,2.0,2062,20
2024,resultat-ansokningsomgang-2024.xlsx,Tabell 3,MYH 2024/3490,VVS-ingenjör,Samhällsbyggnad Och Byggteknik,Avslag,Gävle,Gävleborg,400,Distans,100,Campus Nyköping,Kommun,582fa,Utbildningar till VVS-projektör,5.0,False,105,0,False,True,2.0,2180,21
2024,resultat-ansokningsomgang-2024.xlsx,Tabell 3,MYH 2024/3490,VVS-ingenjör,Samhällsbyggnad Och Byggteknik,Avslag,Hudiksvall,Gävleborg,400,Distans,100,Campus Nyköping,Kommun,582fa,Utbildningar till VVS-projektör,5.0,False,105,0,False,True,2.0,2184,21
2024,resultat-ansokningsomgang-2024.xlsx,Tabell 3,MYH 2024/3490,VVS-ingenjör,Samhällsbyggnad Och Byggteknik,Avslag,Oskarshamn,Kalmar,400,Distans,100,Campus Nyköping,Kommun,582fa,Utbildningar till VVS-projektör,5.0,False,105,0,False,True,2.0,0882,08
2024,resultat-ansokningsomgang-2024.xlsx,Tabell 3,MYH 2024/3490,VVS-ingenjör,Samhällsbyggnad Och Byggteknik,Avslag,Hässleholm,Skåne,400,Distans,100,Campus Nyköping,Kommun,582fa,Utbildningar till VVS-projektör,5.0,False,105,0,False,True,2.0,1293,12
2024,resultat-ansokningsomgang-2024.xlsx,Tabell 3,MYH 2024/3490,VVS-ingenjör,Samhällsbyggnad Och Byggteknik,Avslag,Nyköping,Södermanland,400,Distans,100,Campus Nyköping,Kommun,582fa,Utbildningar till VVS-projektör,5.0,False,105,0,False,True,2.0,0480,04
2024,resultat-ansokningsomgang-2024.xlsx,Tabell 3,MYH 2024/3490,VVS-ingenjör,Samhällsbyggnad Och Byggteknik,Avslag,Lidköping,Västra Götaland,400,Distans,100,Campus Nyköping,Kommun,582fa,Utbildningar till VVS-projektör,5.0,False,105,0,False,True,2.0,1494,14
2024,resultat-ansokningsomgang-2024.xlsx,Tabell 3,MYH 2024/4025,VVS-ingenjör,Samhällsbyggnad Och Byggteknik,Avslag,Växjö,Kronoberg,400,Bunden,100,Movant Ab,Privat,582fa,Utbildningar till VVS-projektör,5.0,False,175,0,False,False,2.0,0780,07
2024,resultat-ansokningsomgang-2024.xlsx,Tabell 3,MYH 2024/4025,VVS-ingenjör,Samhällsbyggnad Och Byggteknik,Avslag,Stockholm,Stockholm,400,Bunden,100,Movant Ab,Privat,582fa,Utbildningar till VVS-projektör,5.0,False,175,0,False,False,2.0,0180,01
2024,resultat-ansokningsomgang-2024.xlsx,Tabell 3,MYH 2024/4025,VVS-ingenjör,Samhällsbyggnad Och Byggteknik,Avslag,Eskilstuna,Södermanland,400,Bunden,100,Movant Ab,Privat,582fa,Utbildningar till VVS-projektör,5.0,False,175,0,False,False,2.0,0484,04
2024,resultat-ansokningsomgang-2024.xlsx,Tabell 3,MYH 2024/4025,VVS-ingenjör,Samhällsbyggnad Och Byggteknik,Avslag,Göteborg,Västra Götaland,400,Bunden,100,Movant Ab,Privat,582fa,Utbildningar till VVS-projektör,5.0,False,175,0,False,False,2.0,1480,14
2024,resultat-ansokningsomgang-2024.xlsx,Tabell 3,MYH 2024/3926,Automationsingenjör byggnadsautomation,Samhällsbyggnad Och Byggteknik,Avslag,Gävle,Gävleborg,400,Distans,100,Plushögskolan Ab - Teknikhögskolan,Privat,582fc,"Utbildningar inom driftoptimering och underhåll, VVS",5.0,False,100,0,False,True,2.0,2180,21
2024,resultat-ansokningsomgang-2024.xlsx,Tabell 3,MYH 2024/3926,Automationsingenjör byggnadsautomation,Samhällsbyggnad Och Byggteknik,Avslag,Göteborg,Västra Götaland,400,Distans,100,Plushögskolan Ab - Teknikhögskolan,Privat,582fc,"Utbildningar inom driftoptimering och underhåll, VVS",5.0,False,100,0,False,True,2.0,1480,14
2024,resultat-ansokningsomgang-2024.xlsx,Tabell 3,MYH 2024/3353,Driftingenjör VA,Samhällsbyggnad Och Byggteknik,Avslag,Borlänge,Dalarna,400,Distans,100,Yh Akademin Ab,Privat,582fc,"Utbildningar inom driftoptimering och underhåll, VVS",5.0,False,90,0,False,True,2.0,2081,20
2024,resultat-ansokningsomgang-2024.xlsx,Tabell 3,MYH 2024/3353,Driftingenjör VA,Samhällsbyggnad Och Byggteknik,Avslag,Falkenberg,Halland,400,Distans,100,Yh Akademin Ab,Privat,582fc,"Utbildningar inom driftoptimering och underhåll, VVS",5.0,False,90,0,False,True,2.0,1382,13
2024,resultat-ansokningsomgang-2024.xlsx,Tabell 3,MYH 2024/3353,Driftingenjör VA,Samhällsbyggnad Och Byggteknik,Avslag,Södertälje,Stockholm,400,Distans,100,Yh Akademin Ab,Privat,582fc,"Utbildningar inom driftoptimering och underhåll, VVS",5.0,False,90,0,False,True,2.0,0181,01
2024,resultat-ansokningsomgang-2024.xlsx,Tabell 3,MYH 2024/3636,Rörinspektör Mark/Fastighet,Samhällsbyggnad Och Byggteknik,Beviljad,Uppsala,Uppsala,300,Distans,100,Miljötekniska Yrkeshögskolan I Sverige Ab,Privat,582fy,Övriga VVS-utbildningar,5.0,False,80,20,True,True,1.5,0380,03
2024,resultat-ansokningsomgang-2024.xlsx,Tabell 3,MYH 2024/3636,Rörinspektör Mark/Fastighet,Samhällsbyggnad Och Byggteknik,Beviljad,Västerås,Västmanland,300,Distans,100,Miljötekniska Yrkeshögskolan I Sverige Ab,Privat,582fy,Övriga VVS-utbildningar,5.0,False,80,20,True,True,1.5,1980,19
2024,resultat-ansokningsomgang-2024.xlsx,Tabell 3,MYH 2024/3636,Rörinspektör Mark/Fastighet,Samhällsbyggnad Och Byggteknik,Beviljad,Göteborg,Västra Götaland,300,Distans,100,Miljötekniska Yrkeshögskolan I Sverige Ab,Privat,582fy,Övriga VVS-utbildningar,5.0,False,80,20,True,True,1.5,1480,14
2024,resultat-ansokningsomgang-2024.xlsx,Tabell 3,MYH 2024/4017,Spol- och Reliningstekniker,Samhällsbyggnad Och Byggteknik,Beviljad,Stockholm,Stockholm,200,Distans,100,Miljötekniska Yrkeshögskolan I Sverige Ab,Privat,582fy,Övriga VVS-utbildningar,5.0,False,80,20,True,True,1.0,0180,01
2024,resultat-ansokningsomgang-2024.xlsx,Tabell 3,MYH 2024/4017,Spol- och Reliningstekniker,Samhällsbyggnad Och Byggteknik,Beviljad,Västerås,Västmanland,200,Distans,100,Miljötekniska Yrkeshögskolan I Sverige Ab,Privat,582fy,Övriga VVS-utbildningar,5.0,False,80,20,True,True,1.0,1980,19
2024,resultat-ansokningsomgang-2024.xlsx,Tabell 3,MYH 2024/4017,Spol- och Reliningstekniker,Samhällsbyggnad Och Byggteknik,Beviljad,Norrköping,Östergötland,200,Distans,100,Miljötekniska Yrkeshögskolan I Sverige Ab,Privat,582fy,Övriga VVS-utbildningar,5.0,False,80,20,True,True,1.0,0581,05
2024,resultat-ansokningsomgang-2024.xlsx,Tabell 3,MYH 2024/4199,Sprinklerprojektör,Samhällsbyggnad Och Byggteknik,Beviljad,Malmö,Skåne,400,Distans,100,Origo Academy,Privat,582fy,Övriga VVS-utbildningar,5.0,False,60,15,True,True,2.0,1280,12
2024,resultat-ansokningsomgang-2024.xlsx,Tabell 3,MYH 2024/4199,Sprinklerprojektör,Samhällsbyggnad Och Byggteknik,Beviljad,Uppsala,Uppsala,400,Distans,100,Origo Academy,Privat,582fy,Övriga VVS-utbildningar,5.0,False,60,15,True,True,2.0,0380,03
2024,resultat-ansokningsomgang-2024.xlsx,Tabell 3,MYH 2024/4199,Sprinklerprojektör,Samhällsbyggnad Och Byggteknik,Beviljad,Skellefteå,Västerbotten,400,Distans,100,Origo Academy,Privat,582fy,Övriga VVS-utbildningar,5.0,False,60,15,True,True,2.0,2482,24
2024,resultat-ansokningsomgang-2024.xlsx,Tabell 3,MYH 2024/4199,Sprinklerprojektör,Samhällsbyggnad Och Byggteknik,Beviljad,Göteborg,Västra Götaland,400,Distans,100,Origo Academy,Privat,582fy,Övriga VVS-utbildningar,5.0,False,60,15,True,True,2.0,1480,14
2024,resultat-ansokningsomgang-2024.xlsx,Tabell 3,MYH 2024/3282,Projektör Järnväg,Samhällsbyggnad Och Byggteknik,Beviljad,Borlänge,Dalarna,400,Distans,100,Folkuniversitetet - Stiftelsen Kursverksamheten Vid Uppsala Universitetet,Privat,582ga,Utbildningar till järnvägsingenjör,5.0,False,120,18,True,True,2.0,2081,20
2024,resultat-ansokningsomgang-2024.xlsx,Tabell 3,MYH 2024/3282,Projektör Järnväg,Samhällsbyggnad Och Byggteknik,Beviljad,Varberg,Halland,400,Distans,100,Folkuniversitetet - Stiftelsen Kursverksamheten Vid Uppsala Universitetet,Privat,582ga,Utbildningar till järnvägsingenjör,5.0,False,120,18,True,True,2.0,1383,13
2024,resultat-ansokningsomgang-2024.xlsx,Tabell 3,MYH 2024/3282,Projektör Järnväg,Samhällsbyggnad Och Byggteknik,Beviljad,Luleå,Norrbotten,400,Distans,100,Folkuniversitetet - Stiftelsen Kursverksamheten Vid Uppsala Universitetet,Privat,582ga,Utbildningar till järnvägsingenjör,5.0,False,120,18,True,True,2.0,2580,25
2024,resultat-ansokningsomgang-2024.xlsx,Tabell 3,MYH 2024/3282,Projektör Järnväg,Samhällsbyggnad Och Byggteknik,Beviljad,Göteborg,Västra Götaland,400,Distans,100,Folkuniversitetet - Stiftelsen Kursverksamheten Vid Uppsala Universitetet,Privat,582ga,Utbildningar till järnvägsingenjör,5.0,False,120,18,True,True,2.0,1480,14
2024,resultat-ansokningsomgang-2024.xlsx,Tabell 3,MYH 2024/3282,Projektör Järnväg,Samhällsbyggnad Och Byggteknik,Beviljad,Örebro,Örebro,400,Distans,100,Folkuniversitetet - Stiftelsen Kursverksamheten Vid Uppsala Universitetet,Privat,582ga,Utbildningar till järnvägsingenjör,5.0,False,120,18,True,True,2.0,1880,18
2024,resultat-ansokningsomgang-2024.xlsx,Tabell 3,MYH 2024/4090,Anläggningsingenjör infrastruktur,Samhällsbyggnad Och Byggteknik,Avslag,Kiruna,Norrbotten,400,Distans,100,John Ericsson Institutet,Privat,582gb,Utbildningar till anläggningsprojektör,5.0,False,105,0,False,True,2.0,2584,25
2024,resultat-ansokningsomgang-2024.xlsx,Tabell 3,MYH 2024/4090,Anläggningsingenjör infrastruktur,Samhällsbyggnad Och Byggteknik,Avslag,Helsingborg,Skåne,400,Distans,100,John Ericsson Institutet,Privat,582gb,Utbildningar till anläggningsprojektör,5.0,False,105,0,False,True,2.0,1283,12
2024,resultat-ansokningsomgang-2024.xlsx,Tabell 3,MYH 2024/4090,Anläggningsingenjör infrastruktur,Samhällsbyggnad Och Byggteknik,Avslag,Stockholm,Stockholm,400,Distans,100,John Ericsson Institutet,Privat,582gb,Utbildningar till anläggningsprojektör,5.0,False,105,0,False,True,2.0,0180,01
2024,resultat-ansokningsomgang-2024.xlsx,Tabell 3,MYH 2024/4090,Anläggningsingenjör infrastruktur,Samhällsbyggnad Och Byggteknik,Avslag,Skellefteå,Västerbotten,400,Distans,100,John Ericsson Institutet,Privat,582gb,Utbildningar till anläggningsprojektör,5.0,False,105,0,False,True,2.0,2482,24
2024,resultat-ansokningsomgang-2024.xlsx,Tabell 3,MYH 2024/4090,Anläggningsingenjör infrastruktur,Samhällsbyggnad Och Byggteknik,Avslag,Göteborg,Västra Götaland,400,Distans,100,John Ericsson Institutet,Privat,582gb,Utbildningar till anläggningsprojektör,5.0,False,105,0,False,True,2.0,1480,14
2024,resultat-ansokningsomgang-2024.xlsx,Tabell 3,MYH 2024/4090,Anläggningsingenjör infrastruktur,Samhällsbyggnad Och Byggteknik,Avslag,Linköping,Östergötland,400,Distans,100,John Ericsson Institutet,Privat,582gb,Utbildningar till anläggningsprojektör,5.0,False,105,0,False,True,2.0,0580,05
2024,resultat-ansokningsomgang-2024.xlsx,Tabell 3,MYH 2024/4271,VA-ingenjör med AI-kompetens,Samhällsbyggnad Och Byggteknik,Avslag,Stockholm,Stockholm,425,Distans,100,Ai Högskolan Sverige Ab,Privat,582gf,Utbildningar till VA-projektör,5.0,False,90,0,False,True,2.1,0180,01
2024,resultat-ansokningsomgang-2024.xlsx,Tabell 3,MYH 2024/4271,VA-ingenjör med AI-kompetens,Samhällsbyggnad Och Byggteknik,Avslag,Göteborg,Västra Götaland,425,Distans,100,Ai Högskolan Sverige Ab,Privat,582gf,Utbildningar till VA-projektör,5.0,False,90,0,False,True,2.1,1480,14
2024,resultat-ansokningsomgang-2024.xlsx,Tabell 3,MYH 2024/3035,Dagvatteningenjör,Samhällsbyggnad Och Byggteknik,Avslag,Halmstad,Halland,400,Distans,100,Yh Akademin Ab,Privat,582gg,Utbildningar inom vatten- och miljöteknik,5.0,False,75,0,False,True,2.0,1380,13
2024,resultat-ansokningsomgang-2024.xlsx,Tabell 3,MYH 2024/3035,Dagvatteningenjör,Samhällsbyggnad Och Byggteknik,Avslag,Askersund,Örebro,400,Distans,100,Yh Akademin Ab,Privat,582gg,Utbildningar inom vatten- och miljöteknik,5.0,False,75,0,False,True,2.0,1882,18
2024,resultat-ansokningsomgang-2024.xlsx,Tabell 3,MYH 2024/3620,Vatten och miljötekniker,Samhällsbyggnad Och Byggteknik,Avslag,Jönköping,Jönköping,400,Distans,100,Miljötekniska Yrkeshögskolan I Sverige Ab,Privat,582gg,Utbildningar inom vatten- och miljöteknik,5.0,False,80,0,False,True,2.0,0680,06
2024,resultat-ansokningsomgang-2024.xlsx,Tabell 3,MYH 2024/3620,Vatten och miljötekniker,Samhällsbyggnad Och Byggteknik,Avslag,Växjö,Kronoberg,400,Distans,100,Miljötekniska Yrkeshögskolan I Sverige Ab,Privat,582gg,Utbildningar inom vatten- och miljöteknik,5.0,False,80,0,False,True,2.0,0780,07
2024,resultat-ansokningsomgang-2024.xlsx,Tabell 3,MYH 2024/3608,Vatten- och miljötekniker,Samhällsbyggnad Och Byggteknik,Avslag,Luleå,Norrbotten,400,Distans,100,Lernia Utbildning Ab,Privat,582gg,Utbildningar inom vatten- och miljöteknik,5.0,False,80,0,False,True,2.0,2580,25
2024,resultat-ansokningsomgang-2024.xlsx,Tabell 3,MYH 2024/3608,Vatten- och miljötekniker,Samhällsbyggnad Och Byggteknik,Avslag,Malmö,Skåne,400,Distans,100,Lernia Utbildning Ab,Privat,582gg,Utbildningar inom vatten- och miljöteknik,5.0,False,80,0,False,True,2.0,1280,12
2024,resultat-ansokningsomgang-2024.xlsx,Tabell 3,MYH 2024/2974,Drift- och fastighetstekniker,Samhällsbyggnad Och Byggteknik,Avslag,Stockholm,Stockholm,400,Distans,100,Hermods Ab Umeå,Privat,582xa,Utbildningar till fastighetstekniker,5.0,False,140,0,False,True,2.0,0180,01
